	ID	Inner ID	Type	Text
56	T57	TH57	H	Nathan paulse (born 7 april 1982 in cape town western cape) is a south africa He left ajax cape town f.c. in the summer of 2008 signing a three-and-one-half-year contract with swedish club hammarby if. He played his first game for hammarby the same day that he signed for them when hammarby faced malmö ff and won 4 – 2. Despite a successful first season he failed to impress during the two following seasons and when hammarby was relegated at the end of the 2009 season he moved on loan to his former team ajax cape town f.c. from 1 january 2010 to 30 june 2010 with a buy-out clause. Ajax cape town
57	T58	TH58	H	Herbert george columbine victoria cross (28 november 1893 – 22 march 1918) was an english recipient of the victoria cross the highest and most prestigious award for gallantry in the face of the enemy that can be awarded to united kingdom and commonwealth forces. Columbine was 24 years old and a private in the 9th squadron machine gun corps british army during the world war i when the action for which he was awarded the vc took place. On 22 march 1918 at hervilly wood france private columbine took over command of a vickers gun and kept firing it from 9 a.m. to 1 p.m. in an isolated position with no wire in front. Columbine is named on the pozières memorial in the somme department of france to the missing of the fifth army.
58	T59	TH59	H	Dafydd iwan (born dafydd iwan 24 august 1943) is a welsh folk singer and politician. Dafydd iwan jones was born in brynaman in carmarthenshire wales one of four boys. One of his brothers was the late actor huw ceredig. Dafydd iwan is the elder brother of politician alun ffred jones. He spent most of his youth in bala in gwynedd before attending the cardiff university where he studied architecture. During the 1970s dafydd iwan's political interests (and songs) took in such themes as pinochet's chile welsh devolution the vietnam war and the northern ireland troubles. In 1982 and 1983 dafydd iwan embarked on two tours (and accompanying records) with the folk group ar log. Around the turn of the millennium dafydd iwan signalled an end to regular performances although he remains an occasional performer. Dafydd iwan was one of the founders of recordiau sain cyf (sain records ltd) one of the main welsh music labels a business he still manages today. As part of his campaign seeking re-election as president of plaid cymru iwan launched a campaign blog ' dafydd 4 president ' in july 2008. On 22 october 2011 dafydd and his wife bethan came to watch the welsh derby wrexham fc vs newport county afc. Dafydd sang his hit song ' yma o hyd ' in front of a crowd of 4,000 before the teams came out. ) ' dafydd iwan : bywyd mewn lluniau : a life in pictures '. Dafydd iwan.
59	T60	TH60	H	Souleymane ndéné ndiaye (born 6 august 1958) is a senegal politician who was prime minister of senegal from 2009 to 2012. A lawyer by profession ndiaye was a long-time member of the senegalese democratic party (pds). Ndiaye was born in kaolack in 1958 and was first elected as mayor of guinguinéo in 2002.
60	T61	TH61	H	Professor lawrence lau justice of the peace (born 1944) is a hong kong economist and the former vice-chancellor of the chinese university of hong kong. Before joining cuhk he was an economics professor at stanford university. Lau was born on 12 december 1944 in zunyi guizhou. He received his secondary education from st. paul's co-educational college in hong kong his b.s. Degree in physics and economics with great distinction from stanford university in 1964 and his m.a. And ph.d. degrees in economics from the university of california, berkeley in 1966 and 1969 respectively. He joined the faculty of the department of economics of stanford university in 1966 and was promoted to professor of economics in 1976. In 1992 lau was named the first kwoh-ting li professor of economic development at stanford university. From 1992 to 1996 he served as a co-director of the asia-pacific research center of stanford university. From 1997 to 1999 he served as the director of the stanford institute for economic policy research (siepr) of stanford university. His specialized fields are economic development economic growth and the economies of east asia including china. He developed one of the first econometric models of china in 1966 and has continued to revise and update his model since then. Lau has been elected a member of phi beta kappa a member of tau beta pi a fellow of the econometric society an academician of academia sinica a member of the conference for research in income and wealth an overseas fellow of churchill college, cambridge england an honorary member of the chinese academy of social sciences and an academician of the international eurasian academy of sciences. He is an honorary research fellow of the shanghai academy of social sciences shanghai an honorary professor of the institute of systems science chinese academy of sciences jilin university nanjing university renmin university shantou university southeast university and the school of economics and management tsinghua university beijing an international adviser national bureau of statistics china and a member of the board of directors of the chiang ching-kuo foundation for international scholarly exchange taipei. He renounced his united states citizenship to take up the position.
61	T62	TH62	H	"Jean-paul colonval (born 2 february 1940) was a belgium association football player who finished top scorer of the belgian first division with 25 goals in 1965 while playing for r.f.c. tilleur. He later played for standard liège but never for the belgian national team. 7120 vellereille-les-brayeux - hainaut - belgium - "" www.bonne-esperance.be ""."
62	T63	TH63	H	José foralosso (march 15 1938 – august 22 2012) was the catholic church bishop of the roman catholic diocese of marabá brazil. Ordained to the priesthood in 1966 foralosso was named bishop in 1991.
63	T64	TH64	H	André fierens (8 february 1898 – 12 january 1971) was a belgium association football player who competed in the 1920 summer olympics. He was a member of the belgium team which won the gold medal in the football tournament.
64	T65	TH65	H	Rogerio leichtweis (born june 28 1988 in santa rita district, paraguay alto paraná) is a paraguay Rogerio leichtweis began his career in club olimpia. Then he was transferred to club libertad. From 2009 to 2010 he was in tacuary on loan where he had only four appearances. For the 2011 season leichtweis was transferred to club sportivo san lorenzo on loan. The next year was loaned to club cerro porteño (presidente franco) where he finished goalscorer of the team with 14 goals in 36 matches and was third in the top scorers table of the torneo apertura. In december 2012 leichtweis arrived in colombia after signing a one-year loan deal with deportes tolima until the end of the year. Leichtweis was called up on november 14 2012 by coach gerardo pelusso for a friendly match against guatemala.
65	T66	TH66	H	Horst feistel (january 30 1915 – november 14 1990) was a germany Feistel was born in berlin germany in 1915 and moved to the united states in 1934. He was subsequently employed at massachusetts institute of technology's lincoln laboratory then the mitre corporation. Finally he moved to ibm where he received an award for his cryptographic work. His research at ibm led to the development of the lucifer and data encryption standard (des) ciphers. Feistel obtained a bachelor's degree at massachusetts institute of technology and his master's at harvard university both in physics.
66	T67	TH67	H	Angelo binaschi (born 15 january 1889 in cozzo died 15 march 1973) was an italy professional association football who played as a defender (association football). At club level he played for f.c. pro vercelli 1892 for 11 seasons winning the italian league championship 5 times (1909 1910 1911 1913 and 1921). He made his international debut for the italy national football team on 6 january 1911 in a game against hungary.
67	T68	TH68	H	Anthony aymard (born 11 may 1988) is a france football player. He plays as a defender (association football). Aymard was signed onto the 2011 s.league squad for étoile fc and made his debut in the starting 11 on the opening matchday against geylang united in which étoile fc ran out 2-0 winners. On 1 january 2012 he signed for the club of tanjong pagar united fc.
68	T69	TH69	H	Roberto guadalupe martínez (born 21 february 1973 in san miguel, el salvador) is a retired el salvador association football. Nicknamed catalnica martínez started his career at lower league side espana and liberal before making his debut in the salvadoran premier division with c.d. águila in 1996. He also played for alianza f.c. and once municipal. Martínez made his debut for el salvador national football team in a june 1997 world cup qualification match against mexico and has earned a total of 19 caps scoring 2 goals. : scores and results list el salvador's goal tally first.
69	T70	TH70	H	"Charles dickens (7 february 1812 – 9 june 1870) was an english writer and social critic. He created some of the world's best-known fictional characters and is regarded by many as the greatest novelist of the victorian era. Born in portsmouth dickens left school to work in a factory when his father was incarcerated in a debtors' prison. Despite his lack of formal education he edited a weekly journal for 20 years wrote 15 novels five novellas hundreds of short stories and non-fiction articles lectured and performed readings extensively was an indefatigable letter writer and campaigned vigorously for children's rights education and other social reforms. Dickens's literary success began with the 1836 serial publication of the pickwick papers. His novels most published in monthly or weekly instalments pioneered the serial publication of narrative fiction which became the dominant victorian mode for novel publication. For example when his wife's chiropodist expressed distress at the way miss mowcher in david copperfield seemed to reflect her disabilities dickens improved the character with positive features. His 1843 novella a christmas carol remains popular and continues to inspire adaptations in every artistic genre. Oliver twist and great expectations are also frequently adapted and like many of his novels evoke images of early victorian london. His 1859 novel a tale of two cities set in london and paris is his best-known work of historical fiction. Charles john huffam dickens was born on 7 february 1812 at 1 mile end terrace (now 393 commercial road) landport in portsea island (portsmouth) the second of eight children of elizabeth dickens (née barrow 1789 – 1863) and john dickens (1785 – 1851). He asked christopher huffam rigger to his majesty's navy gentleman and head of an established firm to act as godfather to charles. Huffam is thought to be the inspiration for paul dombey the owner of a shipping company in dickens's novel dombey and son (1848). In january 1815 john dickens was called back to london and the family moved to norfolk street fitzrovia. When charles was four they relocated to sheerness and thence to chatham kent where he spent his formative years until the age of 11. Charles spent time outdoors but also read voraciously including the picaresque novel This period came to an end in june 1822 when john dickens was recalled to navy pay office headquarters at somerset house and the family (except for charles who stayed behind to finish his final term of work) moved to camden town in london. The family had left kent amidst rapidly mounting debts and living beyond his means john dickens was forced by his creditors into the marshalsea debtors' prison in southwark london in 1824. Charles then 12 years old boarded with elizabeth roylance a family friend at 112 college place camden town. Dickens later used the prison as a setting in little dorrit. As he recalled to john forster (from the life of charles dickens) : His name was bob fagin and i took the liberty of using his name long afterwards in oliver twist. A few months after his imprisonment john dickens's paternal grandmother elizabeth dickens died and bequeathed him £ 450. Charles's mother elizabeth dickens did not immediately support his removal from the boot-blacking warehouse. Righteous indignation stemming from his own situation and the conditions under which working-class people lived became major themes of his works and it was this unhappy period in his youth to which he alluded in his favourite and most autobiographical, novel david copperfield : "" i had no advice no counsel no encouragement no consolation no assistance no support of any kind from anyone that i can call to mind as i hope to go to heaven ! "" He did not consider it to be a good school : "" much of the haphazard desultory teaching poor discipline punctuated by the headmaster's sadistic brutality the seedy ushers and general run-down atmosphere are embodied in mr. creakle's establishment in david copperfield . "" This education was to inform works such as nicholas nickleby dombey and son and especially bleak house — whose vivid portrayal of the machinations and bureaucracy of the legal system did much to enlighten the general public and served as a vehicle for dissemination of dickens's own views regarding particularly the heavy burden on the poor who were forced by circumstances to "" go to law "". In 1830 dickens met his first love maria beadnell thought to have been the model for the character dora in david copperfield. Dickens prepared meticulously and decided to imitate the comedian charles mathews but ultimately he missed the audition because of a cold. Before another opportunity arose he had set out on his career as a writer. He rented rooms at furnival's inn and worked as a political journalist reporting on parliamentary debates and he travelled across britain to cover election campaigns for the morning chronicle. Dickens apparently adopted it from the nickname "" moses "" which he had given to his youngest brother augustus dickens after a character in oliver goldsmith's the vicar of wakefield. He began a friendship with william harrison ainsworth the author of the highwayman novel rookwood (1834) whose bachelor salon in harrow road had become the meeting place for a set that included daniel maclise benjamin disraeli edward bulwer-lytton and george cruikshank. The resulting story became the pickwick papers and though the first few episodes were not successful the introduction of the cockney character sam weller in the fourth episode (the first to be illustrated by phiz) marked a sharp climb in its popularity. In 1836 as he finished the last instalments of the pickwick papers he began writing the beginning instalments of oliver twist — writing as many as 90 pages a month — while continuing work on bentley's and also writing four plays the production of which he oversaw. Oliver twist published in 1838 became one of dickens's better known stories and was the first victorian novel with a child protagonist. On 2 april 1836 after a one-year engagement and between episodes two and three of the pickwick papers dickens married catherine dickens (1816 – 1879) the daughter of george hogarth editor of the evening chronicle. The first of their ten children charley was born in january 1837 and a few months later the family set up home in bloomsbury at 48 doughty street london (on which charles had a three-year lease at £ 80 a year) from 25 march 1837 until december 1839. Dickens's younger brother frederick dickens and catherine's 17-year-old sister mary moved in with them. His grief was so great that he was unable to meet the deadline for the june instalment of pickwick papers and had to cancel the oliver twist instalment that month as well. His success as a novelist continued. The young queen victoria read both oliver twist and pickwick staying up until midnight to discuss them. Nicholas nickleby (1838 – 39) the old curiosity shop (184041) and finally his first historical novel barnaby rudge: a tale of the riots of 'eighty as part of the master humphrey's clock series (1840 – 41) were all published in monthly instalments before being made into books. In the midst of all his activity during this period there was discontent with his publishers and john macrone was bought off while richard bentley signed over all his rights in oliver twist. Dickens includes in notes a powerful condemnation of slavery which he had attacked as early as the pickwick papers correlating the emancipation of the poor in england with the abolition of slavery abroad citing newspaper accounts of runaway slaves disfigured by their masters. Soon after his return to england dickens began work on the first of his christmas stories a christmas carol written in 1843 which was followed by the chimes in 1844 and the cricket on the hearth in 1845. Of these a christmas carol was most popular and tapping into an old tradition did much to promote a renewed enthusiasm for the joys of christmas in britain and america. This and david copperfield (1849 – 50) mark a significant artistic break in dickens's career as his novels became more serious in theme and more carefully planned than his early works. At about this time he was made aware of a large embezzlement at the firm where his brother augustus dickens worked (john chapman & co .). After further fraudulent activities powell fled to new york and published a book called the living authors of england with a chapter on charles dickens who was not amused by what powell had written. His son henry fielding dickens described dickens as someone who "" possessed deep religious convictions "". Dickens is an enlightened unitarian . ” writer gary colledge however asserted that he "" never strayed from his attachment to popular lay anglicanism "". Leo tolstoy and fyodor dostoyevsky referred to dickens as "" that great christian writer "". Dickens started to write david copperfield in 1848. In late november 1851 dickens moved into tavistock house where he wrote bleak house (1852 – 53) hard times (novel) (1854) and little dorrit (1856). During this period he worked closely with the novelist and playwright wilkie collins. In 1856 his income from writing allowed him to buy gads hill place in higham, kent. Dickens fell in love with one of the actresses ellen ternan and this passion was to last the rest of his life. After separating from catherine dickens undertook a series of hugely popular and remunerative reading tours which together with his journalism were to absorb most of his creative energies for the next decade in which he was to write only two more novels. Major works soon followed including a tale of two cities (1859) and great expectations (1861) which were resounding successes. Since ellen ternan also destroyed all of his letters to her the extent of the affair between the two remains speculative. That the two had a son who died in infancy was alleged by dickens's daughter kate perugini whom gladys storey had interviewed before her death in 1929. Two of his sons alfred d'orsay tennyson dickens and edward dickens migrated to australia edward becoming a member of the parliament of new south wales as member for wilcannia between 1889 and 1894. On 9 june 1865 while returning from paris with ellen ternan dickens was involved in the staplehurst rail crash. He suffered a stroke on 18 april 1869 in chester. After further provincial readings were cancelled he began work on his final novel the mystery of edwin drood. Although in grave health by this time he read a christmas carol and the trial from pickwick. On 8 june 1870 dickens suffered another stroke at his home after a full day's work on edwin drood. He never regained consciousness and the next day five years to the day after the staplehurst rail crash he died at gads hill place. Biographer claire tomalin has suggested dickens was actually in peckham when he suffered the stroke and his mistress ellen ternan and her maids had him taken back to gad's hill so the public would not know the truth about their relationship. Contrary to his wish to be buried at rochester cathedral "" in an inexpensive unostentatious and strictly private manner "" he was laid to rest in the poets' corner of westminster abbey. Pointing to the fresh flowers that adorned the novelist's grave stanley assured those present that "" the spot would thenceforth be a sacred one with both the new world and the old as that of the representative of literature not of this island only but of all who speak our english tongue . "" To cite one of numerous examples the name mr. murdstone in david copperfield conjures up twin allusions to "" murder "" and stony coldness. The likes of ebenezer scrooge tiny tim jacob marley bob cratchit oliver twist the artful dodger fagin bill sikes great expectations miss havisham sydney carton charles darnay david copperfield mr. micawber abel magwitch daniel quilp samuel pickwick wackford squeers and uriah heep are so well known as to be part and parcel of british culture and in some cases have passed into ordinary language : a scrooge for example is a miser - or someone who dislikes christmas festivity. Many were drawn from real life : mrs nickleby is based on his mother though she didn 't recognise herself in the portrait just as mr micawber is constructed from aspects of his father's ' rhetorical exuberance ' : harold skimpole in bleak house is based on james henry leigh hunt : his wife's dwarfish chiropodist recognised herself in miss mowcher in david copperfield. David copperfield is regarded by many as a veiled autobiography of dickens. The scenes of interminable court cases and legal arguments in bleak house reflect dickens's experiences as a law clerk and court reporter and in particular his direct experience of the law's procedural delay during 1844 when he sued publishers in chancery for breach of copyright. Dickens's father was sent to prison for debt and this became a common theme in many of his books with the detailed depiction of life in the marshalsea prison in little dorrit resulting from dickens's own experiences of the institution. Lucy stroughill a childhood sweetheart may have affected several of dickens's portraits of girls such as little em 'ly in david copperfield and lucie manette in a tale of two cities. Dickens's talent was to incorporate this episodic writing style but still end up with a coherent novel at the end. It was he who suggested that charley bates should be redeemed in oliver twist. In robert louis stevenson's novel the wrecker there is a comment by captain nares investigating an abandoned ship : "" see ! He generally has about a month to fill up on a clean break like charles dickens and his serial novels . "" Dickens's second novel oliver twist (1839) shocked readers with its images of poverty and crime : it challenged middle class polemics about criminals making impossible any pretence to ignorance about what poverty entailed. The encyclopædia britannica online comments that despite "" patches of emotional excess "" such as the reported death of tiny tim in a christmas carol (1843) "" dickens cannot really be termed a sentimental novelist "". In oliver twist dickens provides readers with an idealised portrait of a boy so inherently and unrealistically good that his values are never subverted by either brutal orphanages or coerced involvement in a gang of young pickpockets. While later novels also centre on idealised characters (esther summerson in bleak house and amy dorrit in little dorrit) this idealism serves only to highlight dickens's goal of poignant social commentary. For example oliver twist turns out to be the lost nephew of the upper-class family that rescues him from the dangers of the pickpocket group. Dickens was the most popular novelist of his time and remains one of the best-known and most-read of english authors. He created some of the world's best-known fictional characters and is regarded as the greatest novelist of the victorian era. French writer jules verne called dickens his favourite writer writing his novels "" stand alone dwarfing all others by their amazing power and felicity of expression . "" Dutch painter vincent van gogh was inspired by dickens's novels in several of his paintings like vincent's chair and in an 1889 letter to his sister stated that reading dickens especially a christmas carol was one of the things that was keeping him from committing suicide. A christmas carol is most probably his best-known story with frequent new adaptations. Novelist william makepeace thackeray called the book "" a national benefit and to every man and woman who reads it a personal kindness "". George bernard shaw even remarked that great expectations was more seditious than marx's das kapital. The exceptional popularity of dickens's novels even those with socially oppositional themes (bleak house 1853 little dorrit 1857 our mutual friend 1865) not only underscored his almost preternatural ability to create compelling storylines and unforgettable characters but also ensured that the victorian public confronted issues of social justice that had commonly been ignored. These include the charles dickens museum in london the historic home where he wrote oliver twist the pickwick papers and nicholas nickleby and the charles dickens birthplace museum in portsmouth the house in which he was born. In 2014 a life-size statue was unveiled near his birthplace in portsmouth on the 202nd anniversary of his birth this was supported by the author's great-great grandsons ian and gerald dickens. To celebrate the 200th anniversary of the birth of charles dickens in 2012 the museum of london held the uk's first major exhibition on the author in 40 years. Charles dickens's birthplace 393 commercial road portsmouth. Young charles dickens by daniel maclise 1839. "" little dorrit "" 1856. Ellen ternan 1858. Poster promoting a reading by dickens in nottingham dated 4 february 1869 two months before he suffered a mild stroke. Death certificate of charles dickens. Dickens's dream by robert william buss portraying dickens at his desk at gads hill place surrounded by many of his characters. An original illustration by phiz from the novel david copperfield which is widely regarded as dickens's most autobiographical work. "" charles dickens as he appears when reading . "" Bleak house in broadstairs kent where dickens wrote some of his novels. Stamp in "" the centenary edition of the works of charles dickens in 36 volumes. Fildes was illustrating "" edwin drood "" at the time of charles dickens's death. The engraving shows dickens's empty chair in his study at gads hill place."
70	T71	TH71	H	Yaw frimpong (born 4 december 1986 in accra) is a ghana He began his career by west african football academy was 2005 promoted to first team on 15 november 2008 was on trial at sweden side helsingborgs if later joined than on 16 january 2009 to asec mimosas. After two season with asec mimosas signed in december 2010 for asante kotoko s.c..
71	T72	TH72	H	Ben idrissa dermé (21 january 1982 – 11 september 2016) was a burkinabé international association football who played as a defender (association football). Born in abra, burkina faso dermé played club football in burkino faso moldova and france for étoile filante de ouagadougou fc sheriff tiraspol us ouagadougou usc corte ca bastia éf bastia and aj biguglia. He earned three caps for the burkina faso national football team between 2006 and 2010. Dermé died on 11 september 2016 following a heart attack during the 2016–17 coupe de france match.
72	T73	TH73	H	Harald andersson (2 april 1907 – 18 may 1985) was a sweden discus throw Andersson was swedish champion in every year from 1932 to 1935 and the world's best discus thrower in 1934 and 1935. At the european championships in turin two weeks later andersson threw 50.38 m and won by more than three meters from paul winter and istván donogán. Andersson lost his world record in april 1935 when germany's willy schröder threw 53.10 m in magdeburg however he remained the world's top thrower as schröder was less consistent at a high level and suffered from health problems over the summer. Andersson won both the swedish and aaa championships titles that year and on october 13 he improved his swedish record to 53.02 m in örebro. He was a leading favorite for the 1936 summer olympics in berlin but injured himself before the games he attempted to throw in the qualification but only managed about 38.5 metres and failed to qualify for the final.
73	T74	TML1	ML	John Morgan (golfer) (3 September 1943 – 23 June 2006) was an American football in Oxford.
74	T75	TML2	ML	Miloš Babić (born November 23 1968) is an American professional Basketball Power forward (basketball) who plays for Cleveland Cavaliers Miami Heat and Cleveland Cavaliers. He was drafted by the Phoenix Suns in the National Football League (NBA).
75	T76	TML3	ML	Dallas Green (baseball) (August 4 1934 in Newport, Delaware – March 22 2017 in Philadelphia) was a Major League Baseball pitcher who played for the New York Mets and Philadelphia Phillies.
76	T77	TML4	ML	Jeff Goulding (born 13 May 1984) is a A.F.C. Bournemouth Association football who plays for Cheltenham Town F.C. Molesey F.C. Croydon F.C. Clapton F.C. Croydon F.C. and Hayes F.C.. He played for the Yeading F.C. Fisher Athletic F.C. Grays Athletic F.C. Eastbourne Borough F.C. and Dover Athletic F.C. in. He scored his first goal for the club in a 0 – 0 win over Manchester City on 8 September 2007 in a 1 – 8 win over the Netherlands.
77	T78	TML5	ML	Norman Taylor (April 15 1899 – December 14 1980) was a Canada Rowing (sport) who competed in the 1924 Summer Olympics.
78	T79	TML6	ML	Elena of Montenegro (8 January 1873 in Cetinje – 28 November 1952 in Montpellier) was the son of Nicholas I of Montenegro and Princess Yolanda of Savoy Princess Mafalda of Savoy and Umberto II of Italy. She is buried in the Catholic Church in the Catholic Church and is the first son of the Catholic Church and Elena of Montenegro. On he was elected a member of the.
79	T80	TML7	ML	Jimmy Johnson (blues guitarist) (born November 25 1928 in Holly Springs, Mississippi) is an American Singer and Singer.
80	T81	TML8	ML	Ted Kleinhans (April 8 1899 in Deer Park, Wisconsin – July 24 1985 in Redington Beach, Florida) was a Major League Baseball pitcher who played for the Philadelphia Phillies Cincinnati Reds and New York Yankees.
81	T82	TML9	ML	Mel Clark (July 7 1926 – May 1 2014) was a United States footballer who played for Philadelphia Phillies and Detroit Tigers.
82	T83	TML10	ML	Álvaro Mesén (born December 24 1972) is a Costa Rica professional sport who plays for Liga Deportiva Alajuelense C.S. Herediano A.D. Municipal Liberia Brujas F.C. and A.D. Carmelita. He also played for the 2006 FIFA World Cup and 2002 FIFA World Cup in the 2006 FIFA World Cup.
83	T84	TML11	ML	Timothy Adams (actor) (born August 4 1967 in Belleville, New Jersey) is an American Actor Model (person) and Actor who has been a member of the. He married Daisy Fuentes.
84	T85	TML12	ML	Arnold Laven (February 23 1922 – September 13 2009) was a United States Screenwriter born in Chicago.
85	T86	TML13	ML	Kurt Diebner (13 May 1905 – 13 July 1964) was a Germany painter and professor of the University of Innsbruck in Nessa, Saxony-Anhalt. Kurt Diebner (born Kurt Diebner) is an American Nuclear physics.
86	T87	TML14	ML	Leo McKern (16 March 1920 – 23 July 2002) was a Australia politician from Sydney and a member of the Sydney Technical High School in Sydney. Leo McKern 's son Abigail McKern.
87	T88	TML15	ML	George Gardner (ice hockey) (October 8 1942 – November 6 2006) was a Major League Baseball pitcher who played for the Detroit Red Wings Vancouver Canucks and Los Angeles Sharks.
88	T89	TML16	ML	Daniel Holcombe Thomas (August 25 1906 – April 13 2000) was a United States Navy Judge and a member of the University of Alabama School of Law.
89	T90	TML17	ML	Frances Ellen Work (October 27 1857 – January 26 1947) born Frances Ellen Work was the son of father and her wife mother who was the son of father and mother. On September 22 1880.
90	T91	TML18	ML	Anders Ek (7 April 1916 in Gothenburg – 17 November 1979 in Stockholm) was a Sweden Actor of the religion. He was the son of Mats Ek and Malin Ek.
91	T92	TML19	ML	Anna Montañana (born October 24 1980) is a former professional Basketball player who played for Minnesota Lynx Ros Casares Valencia and CB Avenida.
92	T93	TML20	ML	Christian-jaque (4 September 1904 in Paris – 8 July 1994 in Boulogne-Billancourt) was a French Production designer and the wife of Martine Carol.
93	T94	TML21	ML	Richard Peter (10 May 1895 in Silesia – 3 October 1977 in Dresden) was a German Photographer and Photographer who served in the World War I. He was a member of the Socialist Unity Party of Germany.
94	T95	TML22	ML	Cristian Gavra (born 3 April 1993) is a former Association football Forward (association football) who played for FC Viitorul Constanța in the Romania and Romania national under-19 football team.
95	T96	TML23	ML	George Goring, 1st Earl of Norwich (28 April 1585 – 6 January 1663) was an American Politician who served in the in Brentford. George Goring, 1st Earl of Norwich was the son of George Goring (died 1602) and mother.
96	T97	TML24	ML	Michael Beahan (born 21 January 1937 in London) is a Australia President of the Senate (Australia) and President of the Senate (Australia) who served as President of the Senate (Australia) from 1 February 1994 to 2015. He was educated at the University of Western Australia and the Salesian College, Battersea where he was a student of the religion.
97	T98	TML25	ML	Nadine de Rothschild (born 18 April 1932 in Saint-Quentin, Aisne) is a France prelate of the Judaism. Nadine de Rothschild 's son Benjamin de Rothschild.
98	T99	TML26	ML	David Gigliotti (born 30 May 1985 in Martigues) is a France Association football player who currently plays for GS Consolat.
99	T100	TML27	ML	Charmaine Sinclair (born 23 April 1971 in Chertsey) is a United Kingdom Pornographic film actor and Pornographic film actor.
100	T101	TML28	ML	Temple Grandin (born August 29 1947 in Boston) is a United States Teacher and Teacher of the Colorado State University and the Colorado State University. She was educated at Franklin Pierce University Arizona State University and University of Illinois at Urbana–Champaign. She was awarded the Double Helix Medal in.
101	T102	TML29	ML	Veaceslav Platon (born 24 January 1973 in Căușeni Moldova) is a Ukraine.
102	T103	TML30	ML	Oleksandr Shchanov (13 July 1924 – 6 November 2009) was an American Association football Forward (association football) who played for the FC Dynamo Kyiv. Oleksandr Shchanov is a retired American Association football player.
103	T104	TML31	ML	Francesco Antonio Vallotti (11 June 1697 in Vercelli – 10 January 1780 in Padua) was a French Organist and Composer.
104	T105	TML32	ML	Nigel Mills (politician) (born 1974 in Jacksdale) is an American Politician and a Conservative Party (UK) member of the.
105	T106	TML33	ML	Lucie Berger (15 April 1836 in Strasbourg – 8 March 1906 in Strasbourg) known as Lucie Berger was a French painter.
106	T107	TML34	ML	Harvey N. Middleton (February 15 1895 – March 18 1978) was a Denmark, South Carolina Physician who was a member of the in Denmark, South Carolina. Harvey N. Middleton is buried in Crown Hill Cemetery.
107	T108	TML35	ML	Maria Amalia of Austria (22 October 1701 in Vienna – 11 December 1756 in Nymphenburg Palace) was the son of Joseph I, Holy Roman Emperor and Wilhelmine Amalia of Brunswick-Lüneburg and Wilhelmine Amalia of Brunswick-Lüneburg. She had two sons Duchess Maria Antonia of Bavaria Maximilian III Joseph, Elector of Bavaria Duchess Maria Anna Josepha of Bavaria and Maria Josepha of Bavaria.
108	T109	TML36	ML	Jean-françois Copé (born 5 May 1964 in Boulogne-Billancourt) is a France Politician and Lawyer of the Union for a Popular Movement and the Rally for the Republic. He was educated at the Sciences Po and then served as a Mayor (France) from to and was elected to the Sciences Po in. Jean-françois Copé is a member of the University of Representatives.
109	T110	TML37	ML	Juan Carlos Letelier (born 20 May 1959 in Valparaíso) is a Chile Association football Forward (association football) who plays for Chile national football team in the 1982 FIFA World Cup. He scored his first goal for the club in a 18 – 18 win over Bristol Rovers.
110	T111	TML38	ML	Paul Smith (outfielder) (May 7 1888 in Mount Zion, Illinois – July 3 1958 in Decatur, Illinois) was a Major League Baseball player who played for the Cincinnati Reds.
111	T112	TML39	ML	Robert Musel (13 August 1909 – 8 September 1999) was a United States Journalist and Lyricist.
112	T113	TML40	ML	Fernando Savater (born 21 June 1947 in San Sebastián) is a Spain Philosopher of the Complutense University of Madrid and the University of the Basque Country.
113	T114	TML41	ML	Harold Morris (composer) (March 17 1890 – May 6 1964) was a United States Composer Pianist and Composer of the University of Texas at Austin. He has taught at the Rice University Columbia University and Duke University.
114	T115	TML42	ML	Tracy Letts (born July 4 1965 in Tulsa, Oklahoma) is an American Screenwriter and a recipient of the Pulitzer Prize for Drama the Tony Award for Best Actor in a Play and the Pulitzer Prize for Drama. He was the son of father and Billie Letts
115	T116	TML43	ML	William Fleming (Australian politician) (19 May 1874 – 24 July 1961) was a Australia Commonwealth Liberal Party occupation and Nationalist Party (Australia) politician who served as the of Terrigal, New South Wales.
116	T117	TML44	ML	Kevin Kallaugher (born March 23 1955 in Norwalk, Connecticut) is an American Cartoonist and a recipient of the Herblock Prize for the Herblock Prize.
117	T118	TML45	ML	Jack Sheldon (born November 20 1931 in Jacksonville, Florida) is an American Actor Singer and Actor.
118	T119	TML46	ML	Luka Žorić (born November 5 1984) is a former Basketball Center (basketball) who played for KK Cibona Baloncesto Málaga KK Zagreb and KK Cibona.
119	T120	TML47	ML	Wilhelm Dörpfeld (26 December 1853 – 25 April 1940 in Lefkada) was a Germany Architect of Barmen and a member of the. He was buried at the Nydri in Nydri.
120	T121	TML48	ML	Alice Waters (born April 28 1944 in Chatham Borough, New Jersey) is a United States Chef and Author who is a member of the.
121	T122	TML49	ML	Alex Homberger (26 October 1912 – April 15 2007) was a Switzerland Rowing (sport) who competed in the 1936 Summer Olympics in Schaffhausen.
122	T123	TML50	ML	Kenneth Fabricius (born 3 November 1981 in Skærbæk) is a Denmark Association football Forward (association football) who plays for Silkeborg IF in the Viborg FF.
123	T124	TML51	ML	Pavel Gevorgyan (born April 8 1963 in Azokh) is a Soviet Union Topology.
